cycle number,Capacity/mA.h
0.0,42.30784503120093
1.0,41.87066315028633
2.0,41.52909262273708
3.0,41.33967173915445
4.0,41.18104075793207
5.0,41.02585875142288
6.0,40.89940206705901
7.0,40.79503046324747
8.0,40.74438223697366
9.0,40.68484543506076
10.0,40.60013050604044
11.0,40.50451682101851
12.0,40.43369242898435
13.0,40.40462735387207
14.0,40.3464895745227
15.0,40.29879739974255
16.0,40.19770977147505
17.0,40.13180902980846
18.0,40.10572991641905
19.0,40.08531007837143
20.0,40.03176939187374
21.0,39.89862755048577
22.0,39.83865562756048
23.0,39.85439362378179
24.0,39.85818649046795
25.0,39.81309773911111
26.0,39.75293317026775
27.0,39.68953803622063
28.0,39.6420609476293
29.0,39.62544164079702
30.0,39.55760706903124
31.0,39.50496119522899
32.0,39.50190116693749
33.0,39.4787905455912
34.0,39.45305615714312
35.0,39.43294922425966
36.0,39.37011616045938
37.0,39.35182256452345
38.0,39.31443475109406
39.0,39.33699935502042
40.0,39.29030687034101
41.0,39.23398081799186
42.0,39.16775711805349
43.0,39.10219211850563
44.0,39.09406670851092
45.0,39.05573179524571
46.0,39.03842267962743
47.0,39.01179336306639
48.0,38.98168244984818
49.0,38.94866838694252
50.0,38.9120294375597
51.0,38.86922901990851
52.0,38.79635080045489
53.0,38.79012214838448
54.0,38.74872981116958
55.0,38.74202980324975
56.0,38.71332808419083
57.0,38.68022325071256
58.0,38.62681224514479
59.0,38.6068361532813
60.0,38.59750800515581
61.0,38.59919770647094
62.0,38.57839394146226
63.0,38.50415690010412
64.0,38.47114647055434
65.0,38.45297730387916
66.0,38.45159134534746
67.0,38.38531228504768
68.0,38.31816619875245
69.0,38.28075795044116
70.0,38.25924273518036
71.0,38.26880218638657
72.0,38.24531521449669
73.0,38.19530147411901
74.0,38.14820805460825
75.0,38.1087898539097
76.0,38.12155957404499
77.0,38.1052831272502
78.0,38.08158246347046
79.0,38.02778769840405
80.0,37.97577639077878
81.0,37.98397343855031
82.0,38.01349929030606
83.0,37.96254199561314
84.0,37.8973626076622
85.0,37.8399794379315
86.0,37.81191958976192
87.0,37.83274882191975
88.0,37.81727188407058
89.0,37.78262711837681
90.0,37.68751784656064
91.0,37.65624215326893
92.0,37.65066011976799
93.0,37.60624527026322
94.0,37.58307793789121
95.0,37.48848641374421
96.0,37.44874111847053
97.0,37.40785611681235
98.0,37.43556644379604
99.0,37.41055370325132
100.0,37.35065505226557
101.0,37.28806416693916
102.0,37.23084004201677
103.0,37.2016100539055
104.0,37.18746031544829
105.0,37.14302917168428
106.0,37.09173688926013
107.0,37.05056032852428
108.0,37.10583778817574
109.0,37.0318809412338
110.0,37.01448258540692
111.0,36.93754608943177
112.0,36.90047108869589
113.0,36.845489908747
114.0,36.86189897470052
115.0,36.83285125490446
116.0,36.81249707170315
117.0,36.72073295191656
118.0,36.66068497963708
119.0,36.6073799917344
120.0,36.62656084730233
121.0,36.6039193844876
122.0,36.52348219811168
123.0,36.44466988810641
124.0,36.38034844820998
125.0,36.39794143336449
126.0,36.41550827544571
127.0,36.37282079669017
128.0,36.28381166569603
129.0,36.23035749896029
130.0,36.18654990678534
131.0,36.20230949393551
132.0,36.21901797189204
133.0,36.13667458472219
134.0,36.07508340284646
135.0,36.0162736195667
136.0,36.05266918039031
137.0,36.05486932068121
138.0,36.0337819883465
139.0,35.96054321866646
140.0,35.92267484943688
141.0,35.87791286477999
142.0,35.89116517378535
143.0,35.86727811822375
144.0,35.78826554702302
145.0,35.73824827755098
146.0,35.68157694986428
147.0,35.62581462050921
148.0,35.63267880446458
149.0,35.59175142165797
150.0,35.52600458612819
151.0,35.48159075098378
152.0,35.4344862174984
153.0,35.45240617753812
154.0,35.46309244853413
155.0,35.41648421593518
156.0,35.32724666925387
157.0,35.28663984020568
158.0,35.3022194431432
159.0,35.28954679951008
160.0,35.27092060705014
161.0,35.20738637831198
162.0,35.16159643110448
163.0,35.11889035260349
164.0,35.13603627274451
165.0,35.14978240980695
166.0,35.09307682682547
167.0,35.01504952468954
168.0,34.96779972096928
169.0,34.92523844457202
170.0,34.97386483860648
171.0,34.96048707420564
172.0,34.90106758826574
173.0,34.84720215295967
174.0,34.80273809396788
175.0,34.80428091667723
176.0,34.80455042949124
177.0,34.77024859213803
178.0,34.71159605492104
179.0,34.65513743212128
180.0,34.61021119167503
181.0,34.57348557355925
182.0,34.56793970294912
183.0,34.51742189497799
184.0,34.46779811596803
185.0,34.42846887530644
186.0,34.37492080581408
187.0,34.36763393357126
188.0,34.33567276690582
189.0,34.29801783733454
190.0,34.25676059311423
191.0,34.21636634606593
192.0,34.24697118949511
193.0,34.27064247619246
194.0,34.22684039009513
195.0,34.14925893386243
196.0,34.09650202621417
197.0,34.05117422403717
198.0,34.08159353728869
