cycle number,Capacity/mA.h
0.0,40.11330513614951
1.0,39.53193429171794
2.0,39.11413710363177
3.0,38.77584164002609
4.0,38.47334074916587
5.0,38.30385293643189
6.0,38.12180291266588
7.0,38.01527991972014
8.0,37.81359519232854
9.0,37.78578072697194
10.0,37.69488567960609
11.0,37.56736348683934
12.0,37.44613631811314
13.0,37.33650933367751
14.0,37.34431556634903
15.0,37.27493895662256
16.0,37.31038635154596
17.0,37.11316910987812
18.0,36.98360933697255
19.0,36.92432303437548
20.0,36.90945703530755
21.0,36.86922186260228
22.0,36.76652511931901
23.0,36.66012080007859
24.0,36.56267941512385
25.0,36.57570057497998
26.0,36.469342583324
27.0,36.52463632337357
28.0,36.37510766939454
29.0,36.26141727182174
30.0,36.19406705909434
31.0,36.14467682526948
32.0,36.0269859455863
33.0,36.06217824228416
34.0,35.97014596743347
35.0,35.87682541621567
36.0,35.81648401552493
37.0,35.76435775524394
38.0,35.69684542031274
39.0,35.62969599466074
40.0,35.54109313478892
41.0,35.48069076384815
42.0,35.49601607290818
43.0,35.4428509789166
44.0,35.37361309518436
45.0,35.22156181676399
46.0,35.14937224541012
47.0,35.10724851152548
48.0,35.10726037863382
49.0,35.06155873099335
50.0,34.97940682345958
51.0,34.88334480024976
52.0,34.81629878226301
53.0,34.83106408057583
54.0,34.7762190623584
55.0,34.72358984168197
56.0,34.61472837335078
57.0,34.54277233110726
58.0,34.48510495022163
59.0,34.49953991868038
60.0,34.46139836815308
61.0,34.4117471653646
62.0,34.3120923394432
63.0,34.25495800357645
64.0,34.19942225839026
65.0,34.2114825103268
66.0,34.17091813822512
67.0,34.11652629400545
68.0,34.00766307868611
69.0,33.96505999108886
70.0,33.90219086625886
71.0,33.87568549631423
72.0,33.83039637128577
73.0,33.77719870617167
74.0,33.72440289657764
75.0,33.67131456153406
76.0,33.61888872869832
77.0,33.60952360135434
78.0,33.55208956729715
79.0,33.4824999694274
80.0,33.42313046763609
81.0,33.37147257601756
82.0,33.39762172112196
83.0,33.38035457114755
84.0,33.3298182264061
85.0,33.21836244203649
86.0,33.16368260857099
87.0,33.10224300682536
88.0,33.118615179888
89.0,33.09226625868994
90.0,33.04909763133242
91.0,32.94944317629881
92.0,32.89236537282476
93.0,32.8431805785709
94.0,32.87408228671649
95.0,32.83899412682
96.0,32.78787030646724
97.0,32.66499975056757
98.0,32.60225971308685
99.0,32.55551277890186
100.0,32.57349849640319
101.0,32.55631290920931
102.0,32.47589526053956
103.0,32.37003867455378
104.0,32.32845080501048
105.0,32.32269821015466
106.0,32.31202863633553
107.0,32.27329040499117
108.0,32.18918191898596
109.0,32.08395319607204
110.0,32.02565469549815
111.0,31.98237444393799
112.0,31.94092444672221
113.0,31.90257152864245
114.0,31.83617365048348
115.0,31.8021556399333
116.0,31.74980248231424
117.0,31.70138831457647
118.0,31.70084095018857
119.0,31.66503743618139
120.0,31.60350168797087
121.0,31.56514702727427
122.0,31.5031867087627
123.0,31.54863136632114
124.0,31.52815709863667
125.0,31.51258955844667
126.0,31.41636779056422
127.0,31.34317011304601
128.0,31.3017482289306
129.0,31.33992248243715
130.0,31.34141461487411
131.0,31.301241082258
132.0,31.20948664402647
133.0,31.14124389935723
134.0,31.08657312282859
135.0,31.12649958357408
136.0,31.12861594294486
137.0,31.10917911568914
138.0,31.01184723558344
139.0,30.93205743321483
140.0,30.88141048681391
141.0,30.92079774831136
142.0,30.91312157303873
143.0,30.91121173914888
144.0,30.81565588917672
145.0,30.73888433290524
146.0,30.68724075143263
147.0,30.72504804893451
148.0,30.73299375747429
149.0,30.73600369881232
150.0,30.65273634226316
151.0,30.56726443281472
152.0,30.51978153689319
153.0,30.47589940936531
154.0,30.54552477054559
155.0,30.51399173704697
156.0,30.39965105520757
157.0,30.34769440422865
158.0,30.29209165807898
159.0,30.23375939972606
160.0,30.2312780542793
161.0,30.19104028479724
162.0,30.12379858905962
163.0,30.06380494001096
164.0,30.01372768325381
165.0,30.06929074290719
166.0,30.04716665913008
167.0,30.03239016767839
168.0,29.99714786544716
169.0,29.8840649400406
170.0,29.82168745556893
171.0,29.78270293022877
172.0,29.82983200969313
173.0,29.80208379584377
174.0,29.77310644887118
175.0,29.65529175715172
176.0,29.60442479569797
177.0,29.54676216544973
178.0,29.60951719011855
179.0,29.61391777913667
180.0,29.58147926332687
181.0,29.44326065378445
182.0,29.37780884899437
183.0,29.31432494271681
184.0,29.36502725559664
185.0,29.3750522125435
186.0,29.34585508248014
187.0,29.22620546828714
188.0,29.17008669367939
189.0,29.12780060611724
190.0,29.16364299227652
191.0,29.14174686942076
192.0,29.12619223736866
193.0,29.02393925983298
194.0,28.95361012020026
195.0,28.90109657183924
196.0,28.87080996464411
197.0,28.83954413310242
198.0,28.82448419690239
199.0,28.76382816699725
200.0,28.71028657695475
