cycle number,Capacity/mA.h
0.0,35.06083579015776
1.0,32.24272071972145
2.0,30.33671696697663
3.0,29.34776849107702
4.0,28.71544558164598
5.0,28.31015295961041
6.0,28.0231162663197
7.0,27.85250551574455
8.0,27.75169908064994
9.0,27.62321019041145
10.0,27.48991992053774
11.0,27.28971065855663
12.0,27.24092375915571
13.0,27.27799865564094
14.0,27.19133961757911
15.0,27.12984750275802
16.0,27.05306491902378
17.0,26.99833919542272
18.0,27.08141102706612
19.0,27.09750433147432
20.0,27.09482561177825
21.0,27.11561354389192
22.0,27.0590528730062
23.0,26.98225732468753
24.0,27.02986672120622
25.0,27.11537398413635
26.0,27.16478724473063
27.0,27.15138659987301
28.0,27.14474933286498
29.0,27.04960493178989
30.0,27.07044314112343
31.0,27.09530492456055
32.0,27.11337271323987
33.0,27.12285137631438
34.0,27.1039157339096
35.0,27.03669426955538
36.0,27.00227321300717
37.0,27.01754888159137
38.0,26.99768025662103
39.0,26.95755523372565
40.0,26.89334095085735
41.0,26.82547702204467
42.0,26.79520869432239
43.0,26.83681276294626
44.0,26.83496150295599
45.0,26.86529333717685
46.0,26.83125370890724
47.0,26.77454956277507
48.0,26.72594324292669
49.0,26.73610065781872
50.0,26.7286355298767
51.0,26.71334948080914
52.0,26.68181574644721
53.0,26.57213154308786
54.0,26.58548470168984
55.0,26.63317952225281
56.0,26.63158159132303
57.0,26.62626642748769
58.0,26.58049739204108
59.0,26.55401604315695
60.0,26.54710536262851
61.0,26.6279161233656
62.0,26.68697222848341
63.0,26.74264252013778
64.0,26.71812475295723
65.0,26.62249366419345
66.0,26.43492830623289
67.0,26.46448446016693
68.0,26.46581604848655
69.0,26.45897413005236
70.0,26.46549636601087
71.0,26.43157170260662
72.0,26.4012004757877
73.0,26.391945771158
74.0,26.40350026634597
75.0,26.39674246768573
76.0,26.38838212744818
77.0,26.30510679787745
78.0,26.27104516896609
79.0,26.31108833359018
80.0,26.31482652109825
81.0,26.34609442481021
82.0,26.35588518137999
83.0,26.22450365409935
84.0,26.26808025957448
85.0,26.29715184732441
86.0,26.33219671761109
87.0,26.36924529221601
88.0,26.41738766359457
89.0,26.26232462253527
90.0,26.10639434624439
91.0,26.08844853656218
92.0,26.06862324057304
93.0,26.0632855391502
94.0,26.07527890710449
95.0,26.00189618430204
96.0,25.98325064651109
97.0,25.99093970927005
98.0,26.0010202181231
99.0,25.99529073663753
100.0,25.99972406273651
101.0,25.96696880807028
102.0,25.95307589738295
103.0,25.98956909033415
104.0,25.95146609606596
105.0,25.95034584337618
106.0,25.93839834752952
107.0,25.92518907863195
108.0,25.9155487409664
109.0,25.93560668094085
110.0,25.92199754045996
111.0,25.89044451258552
112.0,25.88609772773236
113.0,25.87748296576607
114.0,25.88837142426047
115.0,25.9098633071768
116.0,25.9166768389528
117.0,25.88338773748863
118.0,25.88193522268466
119.0,25.85596402394614
120.0,25.79543161778723
121.0,25.80607207933849
122.0,25.78009274079559
123.0,25.75764144100105
124.0,25.76142635478969
125.0,25.73736089129387
126.0,25.68430747542784
127.0,25.69928806082027
128.0,25.65541858441333
129.0,25.66741517137827
130.0,25.71058462690946
131.0,25.66770876770018
132.0,25.62362401151443
133.0,25.58318010370297
134.0,25.56345279695173
135.0,25.59598002553386
136.0,25.57831754472474
137.0,25.57806166887704
138.0,25.51196181335494
139.0,25.48442196549907
140.0,25.50365238174988
141.0,25.52118514984852
142.0,25.50447544855881
143.0,25.50205566271759
144.0,25.46225740575744
145.0,25.45987994245742
146.0,25.41923632152895
147.0,25.40959610402552
148.0,25.40132205078209
149.0,25.38832700442249
150.0,25.34389851157254
151.0,25.32310268812732
152.0,25.34165634777451
153.0,25.33253555705939
154.0,25.33724920514425
155.0,25.3658116909782
156.0,25.32220887208051
157.0,25.26481313687301
158.0,25.25717225807401
159.0,25.26213675962322
160.0,25.27105289848073
161.0,25.29344302369225
162.0,25.22455839316224
163.0,25.19563900865259
164.0,25.20426191954335
165.0,25.1994440167516
166.0,25.18177614824973
167.0,25.20203878819955
168.0,25.1985586530338
169.0,25.2773532808338
170.0,25.29547245588136
171.0,25.24570657417722
172.0,25.25712094361833
173.0,25.23446910929106
174.0,25.1673782683347
175.0,24.96707443262438
176.0,25.0117443921034
177.0,24.86202185581545
178.0,24.86301547476534
179.0,24.88396288210676
180.0,24.88258439862111
