cycle number,Capacity/mA.h
0.0,37.2108309725774
1.0,36.27649850941464
2.0,35.50829943284563
3.0,34.88361578481848
4.0,34.38402750885735
5.0,34.05901097849488
6.0,33.65405508343294
7.0,33.45664592242688
8.0,33.26008890968071
9.0,33.32568072968201
10.0,33.26056430189428
11.0,33.12156491629028
12.0,32.8075834713368
13.0,32.68987691575881
14.0,32.5988336667222
15.0,32.74854635851202
16.0,32.66772292428123
17.0,32.46556489218695
18.0,32.27708291046739
19.0,32.18729483595617
20.0,32.21024502388772
21.0,32.26934106442092
22.0,32.2382917045085
23.0,31.97039387592019
24.0,31.92924616364792
25.0,31.86358379900871
26.0,32.04487921814223
27.0,31.99113765113488
28.0,31.95421955263862
29.0,31.66753182935969
30.0,31.60337135445789
31.0,31.57315437944958
32.0,31.57947703229735
33.0,31.47552191242597
34.0,31.43626839550061
35.0,31.33143965843115
36.0,31.28588613723413
37.0,31.25797488146845
38.0,31.24714509634099
39.0,31.2404735538949
40.0,31.17305360719895
41.0,31.14077984168959
42.0,31.06018427864669
43.0,31.08086020148169
44.0,31.33579587926866
45.0,31.26064729223292
46.0,31.26022742490641
47.0,30.92619938022659
48.0,30.84471085930386
49.0,30.80649801930575
50.0,31.06062043453514
51.0,31.00495702918669
52.0,30.95471100771035
53.0,30.71987672344245
54.0,30.60542601386982
55.0,30.55493431645714
56.0,30.82024996933957
57.0,30.70761017195592
58.0,30.69863088512716
59.0,30.400956194934
60.0,30.36144683247463
61.0,30.31845889825905
62.0,30.55810022977188
63.0,30.50467814474021
64.0,30.47638558824752
65.0,30.13900078815501
66.0,30.0779753615562
67.0,30.04046327413138
68.0,30.22727837954921
69.0,30.19987917671122
70.0,30.21615806579972
71.0,29.95909737602955
72.0,29.88578439347456
73.0,29.92007461958227
74.0,29.80474803498928
75.0,29.78156973779259
76.0,29.71578246423557
77.0,29.636666874741
78.0,29.59578536276505
79.0,29.55892238215174
80.0,29.58812442931707
81.0,29.57313748166528
82.0,29.59452438346522
83.0,29.39243088851976
84.0,29.36163946614288
85.0,29.39707065159309
86.0,29.51934559629989
87.0,29.5145689667333
88.0,29.52368952685628
89.0,29.18570013445963
90.0,29.14278481985768
91.0,29.1427026756736
92.0,29.41297980159209
93.0,29.51520588578286
94.0,29.32738570971426
95.0,29.11450756926857
96.0,29.07472505562126
97.0,29.03977887562179
98.0,29.38839966272482
99.0,29.28475522977321
100.0,29.21793091505262
101.0,29.01554180450823
102.0,28.99601845460169
103.0,28.91826524951723
104.0,29.02633118563546
105.0,29.04869841198901
106.0,28.99350245156267
107.0,28.6843974537222
108.0,28.61641887577314
109.0,28.53944099574027
110.0,28.91622680096602
111.0,28.77837604545167
112.0,28.75939730705853
113.0,28.60893669515316
114.0,28.42169947649599
115.0,28.33683582841958
116.0,28.29700638200379
117.0,28.28391928477052
118.0,28.23220141816456
119.0,28.29959349837536
120.0,28.11954195581307
121.0,28.18831241219117
122.0,28.02385184532841
123.0,28.01476982387081
124.0,28.03848517717151
125.0,27.93562439327622
126.0,27.94926431046972
127.0,27.94677990825142
128.0,28.12963292974007
129.0,28.20452883775621
130.0,28.19522882291409
131.0,28.22224759811992
132.0,27.89438062009006
133.0,27.85048423381004
134.0,27.77057135476517
135.0,28.15231470375273
136.0,28.08959203300099
137.0,28.05009767235313
138.0,27.78466178480272
139.0,27.67057809919696
140.0,27.64154503215491
141.0,27.9722580416188
142.0,28.04920439648905
143.0,27.85635354363254
144.0,27.63243216200719
145.0,27.42306252968976
146.0,27.44066646154448
147.0,27.60449850284829
148.0,27.67110951900485
149.0,27.54287047994361
150.0,27.13516539826414
151.0,27.09878786272557
152.0,27.02657182190368
153.0,27.2691163783099
154.0,27.52997684079831
155.0,27.33276067108241
156.0,26.95369891297149
157.0,27.26613578542958
158.0,26.89124129143987
159.0,26.85744481208678
160.0,27.38782729213123
161.0,27.38479855686142
162.0,26.93488756284329
163.0,26.75692135474013
164.0,26.72319119976761
165.0,26.65502949189036
166.0,26.6836403958876
167.0,26.63756436121662
168.0,26.57121316772971
169.0,26.4327198458129
170.0,26.25967547635738
171.0,26.08447539654543
172.0,26.32024865250228
173.0,26.32852004081643
174.0,26.22535300642776
175.0,25.82686737536196
176.0,25.74944544623185
177.0,25.65620729160223
178.0,25.85603476698429
179.0,25.83796669468394
180.0,25.77716836976115
181.0,25.43643554910868
182.0,25.30941016915557
183.0,25.17930620987281
184.0,25.11671122849356
185.0,25.38899533084655
186.0,25.20886915431802
187.0,25.18296738557686
188.0,24.71486435394371
189.0,24.56511272951632
190.0,24.39872800833552
191.0,24.66453463728969
192.0,24.59218619443597
193.0,24.39159277002167
194.0,23.96306405127635
195.0,23.80932810923849
196.0,23.62583824726995
197.0,23.308001600577
198.0,22.94588243081793
199.0,22.53367100904592
200.0,21.69172994317628
201.0,21.09760483904563
