cycle number,Capacity/mA.h
0.0,41.45393912791273
1.0,40.93103710061133
2.0,40.72011558218685
3.0,40.41332131304166
4.0,40.26312791730167
5.0,40.1380978339246
6.0,40.0441441963679
7.0,39.96530066229202
8.0,39.90073367333095
9.0,39.8845546550734
10.0,39.78985599937777
11.0,39.70312741098869
12.0,39.64265464564983
13.0,39.58832912344493
14.0,39.56593815285918
15.0,39.51405999056669
16.0,39.45281405757319
17.0,39.3912473684282
18.0,39.33529070613187
19.0,39.31620232286499
20.0,39.27735287568999
21.0,39.24368599712158
22.0,39.17160173763573
23.0,39.12574232296835
24.0,39.10565451305049
25.0,39.06726155258132
26.0,39.03209692733638
27.0,38.98991041911906
28.0,38.94149239525142
29.0,38.90393327572424
30.0,38.85555871007455
31.0,38.81108234317769
32.0,38.7605536720089
33.0,38.72086211212534
34.0,38.67563915606474
35.0,38.63611177103515
36.0,38.61572184354058
37.0,38.56914153069695
38.0,38.51876769184453
39.0,38.48107357783049
40.0,38.46818346078832
41.0,38.42796239409805
42.0,38.40136465673956
43.0,38.33836110874085
44.0,38.28755161265862
45.0,38.24842990847311
46.0,38.22314376662104
47.0,38.19296215386496
48.0,38.15766708246839
49.0,38.09430196804139
50.0,38.0501530292918
51.0,38.01658168878689
52.0,37.98900392513617
53.0,37.9549414108848
54.0,37.88632060843103
55.0,37.83950054937962
56.0,37.79578602692125
57.0,37.78817547362991
58.0,37.75228902714027
59.0,37.71344511889527
60.0,37.64843145827953
61.0,37.60390870568974
62.0,37.57921590262855
63.0,37.55364766588931
64.0,37.51641295328735
65.0,37.46462073107908
66.0,37.416831296413
67.0,37.38112374914212
68.0,37.34434954638888
69.0,37.31052974882969
70.0,37.27365370939505
71.0,37.22866397659898
72.0,37.18164892949548
73.0,37.14713201010893
74.0,37.1326747294193
75.0,37.0873878571908
76.0,37.03367907932411
77.0,36.99079541057677
78.0,36.94307154088297
79.0,36.91787405529366
80.0,36.89593606053371
81.0,36.86418492783948
82.0,36.80175806496226
83.0,36.76291619903397
84.0,36.71446305692375
85.0,36.70858164350166
86.0,36.67810059072628
87.0,36.64382287418155
88.0,36.58050763053129
89.0,36.5429492175839
90.0,36.53394064685696
91.0,36.49821168969935
92.0,36.46642036012182
93.0,36.38793457970638
94.0,36.34016707375292
95.0,36.30086226622137
96.0,36.2916339953774
97.0,36.25321185959623
98.0,36.22059706605069
99.0,36.15509017737872
100.0,36.11277773165892
101.0,36.10446804042518
102.0,36.07331588144594
103.0,36.05166604402456
104.0,35.99233997463566
105.0,35.93600690851809
106.0,35.90847947828418
107.0,35.99566413938561
108.0,35.83069766399036
109.0,35.79688492151941
110.0,35.7444809135199
111.0,35.72235753662912
112.0,35.68096337715952
113.0,35.62714613423873
114.0,35.62129228818127
115.0,35.573852792191
116.0,35.52301458447774
117.0,35.49782519532863
118.0,35.47091250293064
119.0,35.44101544022794
120.0,35.43608174978094
121.0,35.39097860741926
122.0,35.38346090575703
123.0,35.30449439468931
124.0,35.31620440121003
125.0,35.28910991120534
126.0,35.26419589534845
127.0,35.22028673696264
128.0,35.20186513264679
129.0,35.16184882480252
130.0,35.15487565474018
131.0,35.15360343816334
132.0,35.11587931913627
133.0,35.05412008154982
134.0,35.02283053379865
135.0,35.01182768033719
136.0,34.99961607580096
137.0,34.97858173829272
138.0,34.92389716902247
139.0,34.86962521690459
140.0,34.83610417043138
141.0,34.84138246348825
142.0,34.81914066841636
143.0,34.80359593472757
144.0,34.74637086138827
145.0,34.70525938896098
146.0,34.66959397572495
147.0,34.63859611943349
148.0,34.64175556268689
149.0,34.59520937990612
150.0,34.54843050548974
151.0,34.5075043991199
152.0,34.46301069712229
153.0,34.44622265470511
154.0,34.41967747430756
155.0,34.3682094726826
156.0,34.32006410740705
157.0,34.28190143497467
158.0,34.27997481277716
159.0,34.26475817055761
160.0,34.23676010971579
161.0,34.1857483264944
162.0,34.145381270465
163.0,34.10510226272758
164.0,34.10839780056473
165.0,34.06957691065848
166.0,34.04879967058054
167.0,33.99435334975396
168.0,33.95396050402326
169.0,33.91397450814694
170.0,33.90728312871506
171.0,33.90762180405596
172.0,33.8603979070519
173.0,33.80468294406167
174.0,33.76567611444264
175.0,33.71487651439155
176.0,33.72408237571039
177.0,33.7161286742028
178.0,33.67500200886954
179.0,33.60840775725432
180.0,33.5679433657244
181.0,33.53828466997322
182.0,33.52942687581385
183.0,33.51772698053059
184.0,33.48310544834228
185.0,33.41713650213369
186.0,33.37798520740976
187.0,33.34940032088934
188.0,33.33183827928463
189.0,33.30574118162075
190.0,33.25098917702832
191.0,33.22263336445614
192.0,33.20191474577839
193.0,33.16902533005057
194.0,33.16236372749627
195.0,33.13723111589606
196.0,33.10172175759973
197.0,33.07274412650591
198.0,33.04122717793825
199.0,33.04647815570069
200.0,33.0474564631924
